timestamp,vessel_mmsi,vessel_name,cable_id,cable_name,distance_km,alert_threshold,cable_status,vessel_latitude,vessel_longitude,vessel_speed
2025-09-19T13:38:30.603652,109010419,RONJA BOUY 9,svalbard_cable,Svalbard Undersea Cable System,7.51,10,CRITICAL,70.93246,25.80116,3.5
2025-09-19T13:38:30.603972,304099000,CELINA,svalbard_cable,Svalbard Undersea Cable System,6.32,10,CRITICAL,71.60095,24.612448,10.4
2025-09-19T13:39:40.092989,109010419,RONJA BOUY 9,svalbard_cable,Svalbard Undersea Cable System,7.51,10,CRITICAL,70.93246,25.80116,3.5
2025-09-19T13:39:40.093220,304099000,CELINA,svalbard_cable,Svalbard Undersea Cable System,5.71,10,CRITICAL,71.601828,24.623457,10.9
