mmsi,name,latitude,longitude,speed,course,timestamp,vessel_type,collection_time
235015732,CSB 44,69.678365,19.001343,2.2,50.4,2025-09-19 13:39:40.064805,35,2025-09-19 13:39:40.064806
218799000,MARK,72.52683,9.885672,10.7,232.8,2025-09-19 13:39:40.064822,30,2025-09-19 13:39:40.064824
249803000,STOC NIKE,70.68157,23.588017,0.0,261.2,2025-09-19 13:39:40.064854,89,2025-09-19 13:39:40.064856
352842000,SJOVEIEN,78.126103,14.939692,9.1,124.6,2025-09-19 13:39:40.064865,79,2025-09-19 13:39:40.064867
109050519,MUSVERINGEN 16,70.695383,30.383052,1.3,180.0,2025-09-19 13:39:40.064886,0,2025-09-19 13:39:40.064888
248221000,KEY SOUTH,66.9997,12.85395,11.9,55.1,2025-09-19 13:39:40.064909,82,2025-09-19 13:39:40.064911
109050891,SOLRUN B 3 69,70.633385,29.721808,0.2,157.8,2025-09-19 13:39:40.064934,0,2025-09-19 13:39:40.064936
109050900,SENJALIV 1 45,69.528365,18.106123,2.3,231.2,2025-09-19 13:39:40.064942,0,2025-09-19 13:39:40.064943
109050923,SARA KARIN 80,74.668047,18.780507,8.2,8.2,2025-09-19 13:39:40.064953,0,2025-09-19 13:39:40.064955
109050937,HAAVARD A 63,67.646143,15.135388,0.0,154.4,2025-09-19 13:39:40.064960,0,2025-09-19 13:39:40.064962
219029885,ESVAGT DC 11,72.505327,20.221582,4.0,53.7,2025-09-19 13:39:40.064975,40,2025-09-19 13:39:40.064976
255915684,NCL VESTLAND,68.405552,13.674573,16.5,60.0,2025-09-19 13:39:40.064982,70,2025-09-19 13:39:40.064984
231099000,HAV NES,65.20465,11.879002,10.4,210.0,2025-09-19 13:39:40.064990,70,2025-09-19 13:39:40.064992
370572000,CAPE AMANDA,65.02666666666667,7.308333333333334,9.0,45.0,2025-09-19 13:39:40.065012,70,2025-09-19 13:39:40.065014
982470189,AIDABELLA TB 13,68.111883,13.594457,0.1,345.5,2025-09-19 13:39:40.065040,60,2025-09-19 13:39:40.065042
982470191,AIDABELLA TB15,68.12112,13.577943,8.2,126.9,2025-09-19 13:39:40.065047,60,2025-09-19 13:39:40.065049
982470192,AIDABELLA TB 16,68.113123,13.594153,0.0,277.5,2025-09-19 13:39:40.065054,60,2025-09-19 13:39:40.065056
982470194,AIDABELLA TB 18,68.111603,13.596818,3.0,241.0,2025-09-19 13:39:40.065064,60,2025-09-19 13:39:40.065065
370424000,NACC ANTIGUA,66.481645,9.699687,11.2,60.4,2025-09-19 13:39:40.065085,70,2025-09-19 13:39:40.065086
636018554,ELARA,71.320598,29.80442,10.3,305.8,2025-09-19 13:39:40.065114,70,2025-09-19 13:39:40.065116
244533000,WATERLAND,69.679718,18.998425,0.0,358.9,2025-09-19 13:39:40.065141,52,2025-09-19 13:39:40.065142
109060230,KRISTINE E,71.174952,26.48786,2.0,0.0,2025-09-19 13:39:40.065169,0,2025-09-19 13:39:40.065171
109060233,KRISTINE E,71.171665,26.46513,1.2,350.3,2025-09-19 13:39:40.065176,0,2025-09-19 13:39:40.065178
109060238,KRISTINE E,71.174375,26.478992,2.6,0.0,2025-09-19 13:39:40.065183,0,2025-09-19 13:39:40.065184
109060322,MAYA BUOY 3,71.05247,26.056697,2.2,175.2,2025-09-19 13:39:40.065190,0,2025-09-19 13:39:40.065192
109060326,AH SENIOR,70.81341,29.726408,4.1,56.8,2025-09-19 13:39:40.065197,0,2025-09-19 13:39:40.065199
109060479,VAROY BUOY 3,68.452575,13.239902,0.8,268.4,2025-09-19 13:39:40.065205,0,2025-09-19 13:39:40.065207
109060645,MAYA BUOY 2,71.064387,26.19271,2.0,118.8,2025-09-19 13:39:40.065215,0,2025-09-19 13:39:40.065217
309481000,ARCTIC DISCOVERER,70.67717,23.405988,0.0,120.3,2025-09-19 13:39:40.065224,80,2025-09-19 13:39:40.065226
109060873,ABRASON BOUY 2,70.438413,31.175187,1.0,47.5,2025-09-19 13:39:40.065231,0,2025-09-19 13:39:40.065233
109060877,ABRASON BOUY 1,70.466322,31.10952,1.8,7.0,2025-09-19 13:39:40.065238,0,2025-09-19 13:39:40.065240
941215684,HAAVARD A,67.622627,15.243805,0.9,164.2,2025-09-19 13:39:40.065245,0,2025-09-19 13:39:40.065246
219794000,NADIR,78.227865,15.615612,0.1,354.1,2025-09-19 13:39:40.065257,31,2025-09-19 13:39:40.065258
219417000,GEORG STAGE,66.377553,12.78188,6.8,141.3,2025-09-19 13:39:40.065267,36,2025-09-19 13:39:40.065269
636023140,ST.SOFIA,71.33491,29.727557,11.1,303.3,2025-09-19 13:39:40.065283,70,2025-09-19 13:39:40.065285
629009658,MAKALU,73.662445,34.801058,10.7,64.2,2025-09-19 13:39:40.065317,80,2025-09-19 13:39:40.065319
941219502,EMMA BUOY 5,70.720935,23.808165,0.1,0.0,2025-09-19 13:39:40.065332,0,2025-09-19 13:39:40.065334
372698000,FUGRO DISCOVERY,67.295248,14.389195,0.0,40.5,2025-09-19 13:39:40.065362,90,2025-09-19 13:39:40.065364
276826000,AGOT,68.69832,15.420923,0.0,79.0,2025-09-19 13:39:40.065378,70,2025-09-19 13:39:40.065380
702106000,MARCUS,69.90333333333334,21.876666666666665,0.0,128.0,2025-09-19 13:39:40.065385,99,2025-09-19 13:39:40.065387
111257003,NOR-004,70.0593,24.976085,0.0,348.3,2025-09-19 13:39:40.065416,99,2025-09-19 13:39:40.065417
111257010,NOR-011,67.271235,14.357075,6.0,329.4,2025-09-19 13:39:40.065422,99,2025-09-19 13:39:40.065424
111257011,NOR-012,67.271697,14.357802,0.0,219.4,2025-09-19 13:39:40.065429,99,2025-09-19 13:39:40.065431
111257506,LN-OXH,69.686008,18.914372,0.0,240.8,2025-09-19 13:39:40.065441,99,2025-09-19 13:39:40.065443
111257511,SAR AC  RESCUE 7,69.683483,18.91251,0.0,195.6,2025-09-19 13:39:40.065448,99,2025-09-19 13:39:40.065450
111257512,SAR AC RESCUE 7,69.683183,18.91261,0.0,,2025-09-19 13:39:40.065455,99,2025-09-19 13:39:40.065457
265289000,VIRGO,82.70626,23.076907,1.0,0.1,2025-09-19 13:39:40.065481,70,2025-09-19 13:39:40.065483
273435580,KAPITAN SULIMOV,71.246773,17.42693,9.2,291.3,2025-09-19 13:39:40.065488,30,2025-09-19 13:39:40.065490
311000634,YAKOV GAKKEL,70.102065,16.105493,18.8,44.1,2025-09-19 13:39:40.065501,89,2025-09-19 13:39:40.065503
273436830,LLV AZURIT,70.62543,29.701237,0.0,22.8,2025-09-19 13:39:40.065520,30,2025-09-19 13:39:40.065522
311001583,AURORA SPIRIT,65.48395,6.947483,7.7,29.1,2025-09-19 13:39:40.065529,80,2025-09-19 13:39:40.065530
311001591,RAINBOW SPIRIT,72.312993,20.117362,1.9,135.7,2025-09-19 13:39:40.065536,80,2025-09-19 13:39:40.065538
