Table 1
id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;icao_code;iata_code;gps_code;local_code;home_link;wikipedia_link;keywords
2570;ENBR;large_airport;Bergen Airport, Flesland;60.2934;5.21814;170;EU;NO;NO-46;Bergen;yes;ENBR;BGO;ENBR;;http://www.avinor.no/en/airport/bergen;https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland;
2571;ENBS;medium_airport;Båtsfjord Airport;70.60025;29.692612;490;EU;NO;NO-56;Båtsfjord;yes;ENBS;BJF;ENBS;;https://avinor.no/en/airport/batsfjord-airport/;https://en.wikipedia.org/wiki/B%C3%A5tsfjord_Airport;
29255;ENBV;medium_airport;Berlevåg Airport;70.871517;29.034097;42;EU;NO;NO-56;Berlevåg;yes;ENBV;BVG;ENBV;;https://avinor.no/en/airport/berlevag-airport/;https://en.wikipedia.org/wiki/Berlev%C3%A5g_Airport;
2572;ENCN;medium_airport;Kristiansand Airport, Kjevik;58.204201;8.08537;57;EU;NO;NO-42;Kjevik;yes;ENCN;KRS;ENCN;;http://www.avinor.no/en/airport/kristiansand;https://en.wikipedia.org/wiki/Kristiansand_Airport%2C_Kjevik;
319089;ENDB;heliport;Dombås Heliport, Brunshaugen;62.068943;9.121084;;EU;NO;NO-34;Dombås;no;;;ENDB;;;https://en.wikipedia.org/wiki/Domb%C3%A5s_Heliport,_Brunshaugen;
319095;ENDH;heliport;Drammen Hospital Heliport;59.747827;10.197394;39;EU;NO;NO-33;Drammen;no;;;ENDH;;;;
2573;ENDI;small_airport;Geilo Airport Dagali;60.416679;8.51277;2618;EU;NO;NO-33;Dagali;no;;;ENDI;;http://www.geilolufthavn.no/;https://en.wikipedia.org/wiki/Geilo_Airport%2C_Dagali;
29827;ENDO;small_airport;Dokka Thomlevold Airfield;60.833302;9.91667;512;EU;NO;NO-34;Dokka;no;;;ENDO;;;https://no.wikipedia.org/wiki/Dokka_flyplass,_Tomlevold;
29256;ENDP;heliport;Draupner Platform;58.188099;2.47111;;EU;NO;NO-XX;;no;;;ENDP;;;;
526543;ENDR;heliport;Draugen Platform Helipad;64.35556;7.79167;377;EU;NO;NO-XX;Norwegian Sea;no;;;ENDR;;;https://en.wikipedia.org/wiki/Draugen_oil_field;
2574;ENDU;medium_airport;Bardufoss Airport;69.055801;18.5404;252;EU;NO;NO-55;Målselv;yes;ENDU;BDU;ENDU;;https://avinor.no/en/airport/bardufoss-airport/;https://en.wikipedia.org/wiki/Bardufoss_Airport;
29257;ENEG;small_airport;Hønefoss Airfield, Eggemoen;60.214672;10.318737;656;EU;NO;NO-33;Hønefoss;no;;;ENEG;;;https://en.wikipedia.org/wiki/H%C3%B8nefoss_Airport,_Eggemoen;
319097;ENEL;heliport;Elverum Heliport, Innlandet Hospital;60.876961;11.569628;;EU;NO;NO-34;Elverum;no;;;ENEL;;;;
324008;ENEN;small_airport;Engeløy Airfield;67.967222;14.9925;10;EU;NO;NO-18;Engeløy;no;;;ENEN;;http://www.engeloyflyplass.no;https://en.wikipedia.org/wiki/Engel%C3%B8y_Airport,_Gr%C3%A5dussan;
2575;ENEV;medium_airport;Harstad/Narvik Airport, Evenes;68.491302490234;16.678100585938;84;EU;NO;NO-18;Evenes;yes;ENEV;EVE;ENEV;;https://avinor.no/en/airport/harstadnarvik-airport/;https://en.wikipedia.org/wiki/Harstad/Narvik_Airport%2C_Evenes;Harstad/Narvik lufthavn, Evenes
29258;ENFA;small_airport;Flatval Airfield;63.7006;8.76057;152;EU;NO;NO-50;Frøya;no;;;ENFA;;;https://no.wikipedia.org/wiki/Fr%C3%B8ya_flyplass,_Flatval;
526544;ENFB;heliport;Statfjord B;61.20639;1.82889;;EU;NO;NO-XX;;no;;;ENFB;;;;
329176;ENFD;heliport;Førde Central Hospital Heliport;61.456302;5.890432;19;EU;NO;NO-46;Førde;no;;;ENFD;;;https://en.wikipedia.org/wiki/F%C3%B8rde_Heliport,_Central_Hospital;
2576;ENFG;small_airport;Fagernes Airport, Leirin;61.015598;9.28806;2697;EU;NO;NO-34;Fagernes;no;;;;;https://avinor.no/en/airport/fagernes-airport/;https://en.wikipedia.org/wiki/Fagernes_Airport%2C_Leirin;VDB, ENFG
319098;ENFJ;heliport;Fedje Heliport, Høgden;60.765738;4.733014;;EU;NO;NO-46;Fedje;no;;;ENFJ;;;https://en.wikipedia.org/wiki/Fedje_Heliport,_H%C3%B8gden;
2577;ENFL;medium_airport;Florø Airport;61.583599090576;5.0247201919556;37;EU;NO;NO-46;Florø;yes;ENFL;FRO;ENFL;;https://avinor.no/en/airport/floro-airport/;https://en.wikipedia.org/wiki/Flor%C3%B8_Airport;Floro
28474;ENFY;small_airport;Fyresdal Airfield;59.202784;8.087625;986;EU;NO;NO-40;Fyresdal;no;;;ENFY;;http://www.airparc.com/;https://en.wikipedia.org/wiki/Vest-Telemark_airport%2C_Fyresdal;Airparc Fyresdal
526545;ENGA;heliport;Gullfaks A;61.17556;2.1875;;EU;NO;NO-XX;Norwegian Sea;no;;;ENGA;;;;
526546;ENGC;heliport;Gullfaks C Helipad;61.214063;2.270984;;EU;NO;NO-XX;;no;;;ENGC;;;;
29927;ENGK;small_airport;Arendal Airfield, Gullknapp;58.516701;8.7;390;EU;NO;NO-42;;no;;;ENGK;;https://www.gullknapp.no/;https://en.wikipedia.org/wiki/Arendal_Airport,_Gullknapp;
2578;ENGM;large_airport;Oslo Airport, Gardermoen;60.193901;11.1004;681;EU;NO;NO-32;Oslo (Gardermoen);yes;ENGM;OSL;ENGM;;https://avinor.no/en/airport/oslo-airport;https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen;
29872;ENGN;small_airport;Folldal Grimsmoe Airfield;62.1175;10.1108;2260;EU;NO;NO-34;Folldal;no;;;ENGN;;;;
44873;ENGS;small_airport;Snåsa Airfield Grønøra;64.183586;12.171478;89;EU;NO;NO-50;Snåsa;no;;;ENGS;;;https://no.wikipedia.org/wiki/Gr%C3%B8n%C3%B8ra_flyplass,_Sn%C3%A5sa;
29260;ENHA;small_airport;Hamar Lufthavn, Stavsberg;60.8181;11.068;729;EU;NO;NO-34;Hamar;no;ENHA;HMR;ENHA;;https://hamarlufthavn.no/;https://en.wikipedia.org/wiki/Hamar_Airport%2C_Stafsberg;
2579;ENHD;medium_airport;Haugesund Airport, Karmøy;59.345299;5.20836;86;EU;NO;NO-11;Karmøy;yes;ENHD;HAU;ENHD;;https://flyhau.no/;https://en.wikipedia.org/wiki/Haugesund_Airport%2C_Karm%C3%B8y;Karmoy
526547;ENHE;heliport;Heidrun A Helipad;65.32556;7.31583;;EU;NO;NO-XX;Norwegian Sea;no;;;ENHE;;;;
28115;ENHF;medium_airport;Hammerfest Airport;70.679703;23.6686;266;EU;NO;NO-56;Hammerfest;yes;ENHF;HFT;ENHF;;https://avinor.no/en/airport/hammerfest-airport/;https://en.wikipedia.org/wiki/Hammerfest_Airport;
2580;ENHK;small_airport;Hasvik Airport;70.486702;22.1397;21;EU;NO;NO-56;Hasvik;yes;ENHK;HAA;ENHK;;https://avinor.no/en/airport/hasvik-airport/;https://en.wikipedia.org/wiki/Hasvik_Airport;
355032;ENHL;small_airport;Jæren Mikroflyklubb Field;58.684171;5.584273;28;EU;NO;NO-11;Nærbø;no;;;ENHL;;http://www.jarenmfk.nlf.no/;;
526548;ENHM;heliport;Heimdal Helipad;59.56667;2.23333;;EU;NO;NO-XX;;no;;;ENHM;;;;
29850;ENHN;small_airport;Elverum Starmoen Airfield;60.876399;11.675513;710;EU;NO;NO-34;Elverum;no;;;ENSM;;https://www.efk.no/site/;https://no.wikipedia.org/wiki/Starmoen_flyplass,_Elverum;
319105;ENHO;heliport;Hopen Heliport;76.508067;25.014337;;EU;NO;NO-21;;no;;;ENHO;;;;
29955;ENHS;small_airport;Hokksund Airfield;59.759927;9.919506;30;EU;NO;NO-33;Øvre Eiker;no;;;ENHS;;https://enhs.no/home/flyplassen/;https://no.wikipedia.org/wiki/Hokksund_flyplass;
