timestamp,mmsi,name,latitude,longitude,speed,course,vessel_type,country
2025-09-19T13:58:27.190924,586706177,ALI BOY 1,70.794237,29.843565,2.0,290.5,0,
2025-09-19T13:58:27.190943,941005775,O BUOY 04,75.327268,35.14061,1.4,202.5,0,
2025-09-19T13:58:27.190949,941005785,O BUOY 03,75.498778,35.799938,8.6,155.6,0,
2025-09-19T13:58:27.190954,586706383,LOFOTFANGST,70.849275,29.301263,1.8,311.4,0,
2025-09-19T13:58:27.190958,941005814,O BUOY 44,75.478143,35.44358,0.6,239.4,0,
2025-09-19T13:58:27.190963,941005815,O BUOY 40,75.48335,35.725512,0.8,324.9,0,
2025-09-19T13:58:27.190968,941005819,O BUOY 37,75.49486,35.802053,1.8,88.4,0,
2025-09-19T13:58:27.190975,941005846,O BUOY 41,75.332367,35.063147,0.1,179.6,0,
2025-09-19T13:58:27.190983,586706481,AUSTHAVET BUOY,71.666518,31.68681,2.9,254.8,0,
2025-09-19T13:58:27.190989,229767000,ARCTIC AURORA,71.603293,26.104822,12.2,183.5,84,
2025-09-19T13:58:27.190994,586706533,TRYGVE B BUOY 7,75.017675,33.578268,1.8,196.0,0,
2025-09-19T13:58:27.190999,586706536,TRYGVE B BUOY 3,75.03261,33.273595,3.2,58.6,0,
2025-09-19T13:58:27.191018,586706667,TRYGVE B BUOY 2,75.074133,33.200205,2.3,161.9,0,
2025-09-19T13:58:27.191055,586707108,LK4,70.375993,20.221303,2.9,12.3,0,
2025-09-19T13:58:27.191060,586707130,LK5,70.369277,20.265313,1.6,215.1,0,
2025-09-19T13:58:27.191064,586707132,BUSINKA2,70.370372,19.611192,1.6,183.3,0,
2025-09-19T13:58:27.191069,586707134,BUSINKA5,70.437,19.928308,2.1,0.0,0,
2025-09-19T13:58:27.191074,586707135,LK6,70.38737,20.278308,1.9,328.3,0,
2025-09-19T13:58:27.191078,586707136,BUOY11,70.363337,20.282092,2.0,39.6,0,
2025-09-19T13:58:27.191083,586707137,FISHING NET BOUY 3,70.419793,18.831165,1.1,152.5,0,
2025-09-19T13:58:27.191088,586707139,BUSINKA1,70.418522,19.861878,1.4,206.6,0,
2025-09-19T13:58:27.191092,586707140,LK3,70.392782,20.462553,1.0,66.2,0,
2025-09-19T13:58:27.191097,586707142,BUOY12,70.358868,20.307865,0.9,142.1,0,
2025-09-19T13:58:27.191101,586707148,LK2,70.457027,20.174747,2.3,174.4,0,
2025-09-19T13:58:27.191114,586707196,FISHING NET BOUY 2,70.469845,19.25816,1.2,270.0,0,
2025-09-19T13:58:27.191118,586707240,LK1,70.374582,20.286602,2.9,193.7,0,
2025-09-19T13:58:27.191125,586707248,BUSINKA4,70.418648,19.825475,1.2,92.4,0,
2025-09-19T13:58:27.191130,586707249,BUSINKA3,70.374333,19.592102,2.5,54.0,0,
