mmsi,name,country,hours_stale,last_update,priority,position_count
412549626,FU YUAN YU 8633,China 🇨🇳,0.0,2025-09-19 17:21:47,STATIC_SUSPICIOUS,30
412549628,FUYUANYU8620,China 🇨🇳,0.0,2025-09-19 17:21:47,STATIC_SUSPICIOUS,30
412420561,HANYI36,China 🇨🇳,0.0,2025-09-19 17:21:47,STATIC_SUSPICIOUS,30
412421098,DONGYU1527,China 🇨🇳,0.0,2025-09-19 17:21:47,STATIC_SUSPICIOUS,30
412421136,XIN SHI JI 66,China 🇨🇳,0.0,2025-09-19 17:21:47,STATIC_SUSPICIOUS,30
413559690,RUN HAI XIANG YANG,China 🇨🇳,0.0,2025-09-19 17:21:47,STATIC_SUSPICIOUS,30
