timestamp,mmsi,name,latitude,longitude,speed,course,vessel_type
2025-09-19T12:42:20.725073,109120354,RB 3 BOUY 68,69.843295,17.888083,2.7,348.5,0
2025-09-19T12:42:20.725075,109120360,RB 2 BOUY 77,69.85401,17.878783,1.9,340.9,0
2025-09-19T12:42:20.725077,109120410,NORSOL 1 15,68.992712,16.035532,1.4,258.6,0
2025-09-19T12:42:20.725079,109120421,NORSOL 3 23,68.950917,16.008292,0.6,247.9,0
2025-09-19T12:42:20.725080,109120446,SENJATIND 1 54,69.53244,18.083808,0.7,221.7,0
2025-09-19T12:42:20.725082,109120461,SENJALAND BUOY 47,69.543965,17.670275,0.0,174.3,0
2025-09-19T12:42:20.725083,109120462,KARL MARTIN BO 89,69.174085,17.949335,0.5,316.1,0
2025-09-19T12:42:20.725085,109120463,KARL MARTIN BO 80,69.158838,17.858903,7.1,66.9,0
2025-09-19T12:42:20.725118,235015732,CSB 44,69.678365,19.001343,2.2,50.4,35
2025-09-19T12:42:20.725143,218799000,MARK,72.52683,9.885672,10.7,232.8,30
2025-09-19T12:42:20.725177,992571067,NOFO DRIFTER 101965,66.160125,12.527302,2.5,141.7,90
2025-09-19T12:42:20.725214,249803000,STOC NIKE,70.68157,23.58806,0.0,261.2,89
2025-09-19T12:42:20.725226,352842000,SJOVEIEN,78.148778,14.331667,7.9,105.3,79
2025-09-19T12:42:20.725264,109050519,MUSVERINGEN 16,70.695383,30.383052,1.3,180.0,0
2025-09-19T12:42:20.725303,248221000,KEY SOUTH,66.875033,12.49575,11.8,41.6,82
2025-09-19T12:42:20.725318,109050891,SOLRUN B 3 69,70.633385,29.721808,0.2,157.8,0
2025-09-19T12:42:20.725321,109050900,SENJALIV 1 45,69.528645,18.106557,1.0,234.3,0
2025-09-19T12:42:20.725326,109050923,SARA KARIN 80,74.668047,18.780507,8.2,8.2,0
2025-09-19T12:42:20.725328,109050937,HAAVARD A 63,67.646143,15.135388,0.0,154.4,0
2025-09-19T12:42:20.725348,255915684,NCL VESTLAND,68.246348,13.145098,16.0,45.3,70
2025-09-19T12:42:20.725354,231099000,HAV NES,65.35514,12.05081,9.9,205.8,70
2025-09-19T12:42:20.725450,982470189,AIDABELLA TB 13,68.111883,13.594457,0.1,345.5,60
2025-09-19T12:42:20.725452,982470191,AIDABELLA TB15,68.12112,13.577943,8.2,126.9,60
2025-09-19T12:42:20.725453,982470192,AIDABELLA TB 16,68.113123,13.594153,0.0,277.5,60
2025-09-19T12:42:20.725455,982470194,AIDABELLA TB 18,68.111603,13.596818,3.0,241.0,60
2025-09-19T12:42:20.725490,370424000,NACC ANTIGUA,66.399002,9.300338,11.4,63.5,70
2025-09-19T12:42:20.725551,636018554,ELARA,71.21798,30.207625,10.7,311.4,70
2025-09-19T12:42:20.725603,244533000,WATERLAND,69.67972,18.998458,0.0,338.9,52
2025-09-19T12:42:20.725661,109060230,KRISTINE E,71.174892,26.48791,1.5,180.0,0
2025-09-19T12:42:20.725662,109060233,KRISTINE E,71.171493,26.4647,1.0,214.1,0
2025-09-19T12:42:20.725664,109060238,KRISTINE E,71.174375,26.478992,2.6,0.0,0
2025-09-19T12:42:20.725668,109060322,MAYA BUOY 3,71.05247,26.056697,2.2,175.2,0
2025-09-19T12:42:20.725669,109060326,AH SENIOR,70.81341,29.726408,4.1,56.8,0
2025-09-19T12:42:20.725673,109060479,VAROY BUOY 3,68.452575,13.239902,0.8,268.4,0
2025-09-19T12:42:20.725683,109060645,MAYA BUOY 2,71.064387,26.19271,2.0,118.8,0
2025-09-19T12:42:20.725689,309481000,ARCTIC DISCOVERER,70.677635,23.40592,0.0,142.9,80
2025-09-19T12:42:20.725690,109060873,ABRASON BOUY 2,70.438413,31.175187,1.0,47.5,0
2025-09-19T12:42:20.725692,109060877,ABRASON BOUY 1,70.466322,31.10952,1.8,7.0,0
2025-09-19T12:42:20.725694,941215684,HAAVARD A,67.622627,15.243805,0.9,164.2,0
2025-09-19T12:42:20.725712,219794000,NADIR,78.227875,15.615493,0.0,39.5,31
2025-09-19T12:42:20.725721,219417000,GEORG STAGE,66.447363,12.571962,6.6,126.2,36
2025-09-19T12:42:20.725738,636023140,ST.SOFIA,71.229028,30.149943,10.2,309.3,70
2025-09-19T12:42:20.725804,629009658,MAKALU,73.662445,34.801058,10.7,64.2,80
2025-09-19T12:42:20.725824,941219502,EMMA BUOY 5,70.720927,23.808072,0.1,0.0,0
2025-09-19T12:42:20.725885,372698000,FUGRO DISCOVERY,67.295295,14.389185,0.0,40.5,90
2025-09-19T12:42:20.725908,276826000,AGOT,68.689773,15.43009,0.5,171.8,70
2025-09-19T12:42:20.725910,702106000,MARCUS,69.903457,21.877392,0.0,128.7,99
2025-09-19T12:42:20.725978,111257003,NOR-004,70.0593,24.976085,0.0,348.3,99
2025-09-19T12:42:20.725980,111257010,NOR-011,67.271235,14.357075,6.0,329.4,99
2025-09-19T12:42:20.725981,111257011,NOR-012,67.271697,14.357802,0.0,219.4,99
2025-09-19T12:42:20.725997,111257506,LN-OXH,69.686008,18.914372,0.0,240.8,99
2025-09-19T12:42:20.726011,111257511,SAR AC  RESCUE 7,69.683483,18.91251,0.0,195.6,99
2025-09-19T12:42:20.726013,111257512,SAR AC RESCUE 7,69.683183,18.91261,0.0,,99
2025-09-19T12:42:20.726057,265289000,VIRGO,82.625972,22.773172,2.6,11.9,70
2025-09-19T12:42:20.726059,273435580,KAPITAN SULIMOV,71.172608,18.10683,10.0,290.1,30
2025-09-19T12:42:20.726078,311000634,YAKOV GAKKEL,69.890312,15.482378,19.3,46.2,89
2025-09-19T12:42:20.726120,273436830,LLV AZURIT,70.625478,29.701318,0.0,22.8,30
2025-09-19T12:42:20.726125,311001591,RAINBOW SPIRIT,72.311112,20.050245,1.4,90.3,80
