date,total_collections,total_vessels,foreign_vessels,norwegian_filtered,dark_vessel_events,cable_alerts,critical_alerts,high_alerts,svalbard_vessels,barents_vessels,north_norway_vessels
2025-09-19,1,227,227,0,0,26,18,8,13,20,164
